,0,1,2,3,4,5,6,7,8,9,10
946,<|startoftext|>,"Signs of a posiible Tsunami is hearing a roaring or sucking noise, seeing the ocean suddenly pull back or rise, or feeling a strong earthquake that lasts more than twenty seconds.",<|and|>,The agency says people in coastal areas need to recognize signs of a possible tsunami.,<|notmiddleterm|>," is hearing a roaring or sucking noise, seeing the ocean suddenly pull back or rise, or feeling a strong earthquake that lasts more than twenty seconds.",<|and|>,The agency says people in coastal areas need to recognize,<|so|>,"The agency says people in coastal areas need to recognize hearing a roaring or sucking noise, seeing the ocean suddenly pull back or rise, or feeling a strong earthquake that lasts more than twenty seconds.",<|endoftext|>
2375,<|startoftext|>,The lousier sleep your hotel guests have the more issues you'll have with them the next day,<|and|>,"Old mattresses, poor linen or even bad lighting in the room all contribute to an awful quality of rest",<|notmiddleterm|>,your hotel guests have the more issues you'll have with them the next day,<|and|>,"Old mattresses, poor linen or even bad lighting in the room all contribute to an ",<|so|>,"Old mattresses, poor linen or even bad lighting all contribute to the problems you'll have with the guests the next day",<|endoftext|>
649,<|startoftext|>,Dire soil erosion is usually seen in coastal countries,<|and|>,Mass tourism is responsible for wearing away of the soil to alarming extents,<|notmiddleterm|>, is usually seen in coastal countries,<|and|>,Mass tourism is responsible for ,<|so|>,Mass tourism is usually seen in coastal countries,<|endoftext|>
277,<|startoftext|>,Bob Ross loved painting and therefore filmed ‘The Joy of Painting’.,<|and|>,When you love something you would want to spread it.,<|notmiddleterm|>,Bob Ross and therefore filmed ‘The Joy of Painting’.,<|and|>,When youyou would want to spread it.,<|so|>,Bob Ross filmed ‘The Joy of Painting’ to spread his love of painting.,<|endoftext|>
688,<|startoftext|>,Adapting to a foreign environment gives you a competitive edge,<|and|>,Studying in a foreign country requires adjusting to different living standards,<|notmiddleterm|>, gives you a competitive edge,<|and|>,Studying in a foreign country requires ,<|so|>,Studying in a foreign country gives you a competitive edge,<|endoftext|>
81,<|startoftext|>,Factories manufacturing chemicals are often called plants,<|and|>,"plants may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms",<|notmiddleterm|>,Factories manufacturing chemicals are often called ,<|and|>,"may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms",<|so|>,"Factories manufacturing chemicals may have most of their equipment – tanks, pressure vessels, chemical reactors, pumps and piping – outdoors and operated from control rooms",<|endoftext|>
490,<|startoftext|>,Consuming unwholesome food can adversely affect growth in children,<|and|>,Prolonged media use can lead to kids grabbing quick and often unhealthy snacks,<|notmiddleterm|>,can adversely affect growth in ,<|and|>,Prolonged media use can lead to ,<|so|>,Prolonged media use can adversely affect growth in children,<|endoftext|>
2040,<|startoftext|>,Race cars encounter severe wind blows on the surface.,<|and|>,Withstanding extreme airstreams requires detailed design procedure.,<|notmiddleterm|>,Race cars  on the surface.,<|and|>, requires detailed design procedure.,<|so|>,Race cars require detailed design procedure.,<|endoftext|>
84,<|startoftext|>,Exergaming is a new and exciting strategy to potentially improve physical activity,<|and|>,"Preventing or at least delaying type 2 diabetes is achievable through constant physical activity, a healthy diet, keeping normal bodyweight and preventing tobacco usage",<|notmiddleterm|>,Exergaming is a new and exciting strategy to potentially improve,<|and|>,"Preventing or at least delaying type 2 diabetes is achievable through constant , a healthy diet, keeping normal bodyweight and preventing tobacco usage",<|so|>,Exergaming can prevent or at least delay the type 2 diabetes,<|endoftext|>
1227,<|startoftext|>,If you’re not changing as a person then you’re not intelligent,<|and|>,One of the most fundamental components of making positive change in your life is developing a healthy relationship with your parents,<|notmiddleterm|>,If  then you’re not intelligent,<|and|>,One of the most fundamental components ofis developing a healthy relationship with your parents,<|so|>,if you are developing a healthy relationship with your parents then you are intelligent,<|endoftext|>
2484,<|startoftext|>,"Anytime there is a disaster rooted in a natural phenomenon, there is extensive damage to property",<|and|>,"if livelihoods are broadly deteriorated, communities get severely affected",<|notmiddleterm|>,"Anytime there is a disaster rooted in a natural phenomenon, ",<|and|>,"if , communities get severely affected",<|so|>,"Anytime there is a disaster rooted in a natural phenomenon, communities are severely affected",<|endoftext|>
1440,<|startoftext|>,"To watch the untouched nature, people should go on foot in the forest or desert areas.",<|and|>,moving by foot is highly time and energy-consuming but enjoyable.,<|notmiddleterm|>,"To watch the untouched nature, people should in the forest or desert areas.",<|and|>, is highly time and energy-consuming but enjoyable.,<|so|>,"Watching the untouched nature in the forest or desert areas, is highly time and energy-consuming but enjoyable. ",<|endoftext|>
996,<|startoftext|>,A group that includes pretty much everyone under twenty-five are who have grown up with social media.,<|and|>,"For those who have grown up with social media an era that was fruitfully mysterious for the rest of us, is surprisingly accessible.",<|notmiddleterm|>,A group that includes pretty much everyone under twenty-five are ,<|and|>,"For those an era that was fruitfully mysterious for the rest of us, is surprisingly accessible.",<|so|>,"For a group that includes pretty much everyone under twenty-five an era that was fruitfully mysterious for the rest of us, is surprisingly accessible.",<|endoftext|>
560,<|startoftext|>,People tend to buy less when they feel they can't afford purchasing goods,<|and|>,a rise in the price level will make people who have money and other financial assets feel poorer,<|notmiddleterm|>,People tend to buy less when they they  goods,<|and|>,a rise in the price level will make people who have money and other financial assets ,<|so|>,A rise in the price level will make people buy less,<|endoftext|>
838,<|startoftext|>,"If your soil is very dry, you should do something to return nutrients to the soil.",<|and|>,Add peat or compost returns nutrients to the soil.,<|notmiddleterm|>,"If your soil is very dry, you should do somethingto ",<|and|>,Add peat or compost ,<|so|>,"If your soil is very dry, you should add peat or compost.",<|endoftext|>
1029,<|startoftext|>,Duckweed covers the surface of water like a thick blanket.,<|and|>,"Whatever layers the surface of water like a not thin blanket, it blocks the mosquito from laying eggs.",<|notmiddleterm|>,Duckweed ,<|and|>,"Whatever , it blocks the mosquito from laying eggs.",<|so|>,Duckweed blocks the mosquito from laying eggs.,<|endoftext|>
1124,<|startoftext|>,"By eating fastfoods, person is more hungry before their next meal.",<|and|>,Being more hungry before the next meal make person eat more calories than necessary.,<|notmiddleterm|>,"By eating fastfoods, person",<|and|>,make person eat more calories than necessary.,<|so|>,"By eating fastfoods, person eat more calories than necessary.",<|endoftext|>
182,<|startoftext|>,People are not interested in the kind of shoppings that has not transportation benefits.,<|and|>,Delivery is always a problem that lessens the advantage of online shopping.,<|notmiddleterm|>,People are not interested in the kind of,<|and|>, that lessens the advantage ofonline ,<|so|>,People are not interested in online shopping.,<|endoftext|>
1121,<|startoftext|>,Fast foods are typically high in sugar.,<|and|>,Eating foods with more sugar as the first meal of the day could make a person feel hungrier at their next meal than if they ate a low-sugar meal.,<|notmiddleterm|>,Fast foods are typically,<|and|>,Eating foods  as the first meal of the day could make a person feel hungrier at their next meal than if they ate a low-sugar meal.,<|so|>,Eating fast foods as the first meal of the day could make a person feel hungrier at their next meal than if they ate a low-sugar meal.,<|endoftext|>
